Transaccion_ID, SKU_ID   , Fecha_Venta, Cantidad_Vendida, Precio_Venta_Final, Costo_Envio, Tiempo_Entrega_Real, Estado_Envio, Ciudad_Destino, Canal_Venta, Feedback_ID, Rating_Producto, Rating_Logistica, Comentario_Texto, Recomienda_Marca, Ticket_Soporte_Abierto, Edad_Cliente, Satisfaccion_NPS, Categoria  , Stock_Actual, Costo_Unitario_USD, Punto_Reorden, Lead_Time_Dias, Bodega_Origen, Ultima_Revision, Rating_Servicio
TRX-18509     , PROD-1848, 2025-01-27 ,                6,            1102.59,       71.84,                   1, Retrasado   , Cali          , Físico     , FB-9827    ,               5,                5, Dañado          , SI              , Sí                    ,           19, -81.8           , Smartphones, 520.0       ,             494.3 ,           291,              5, OCCIDENTE    , 2025-04-03     ,             5.0
TRX-18514     , PROD-1224, 2025-03-07 ,                7,            1903.02,       18.99,                  27, Perdido     , Medellín      , Online     , FB-8365    ,               3,                5, Excelente       , MAYBE           , No                    ,           32, 91.7            , Tablets    , 1813.0      ,             521.56,           228,             10, SUR          , 2025-08-31     ,             3.0
TRX-18515     , PROD-3108, 2025-08-13 ,                2,            1369.8 ,       49.67,                  13, Retrasado   , Bucaramanga   , Online     , FB-9367    ,               2,                5, Excelente       , NO              , No                    ,           28, -79.5           , Smartphones, 31.0        ,            1377.93,           115,              0, SUR          , 2024-07-11     ,             2.0
TRX-18518     , PROD-1211, 2024-11-11 ,                3,              30.62,       67.91,                  27, Perdido     , Medellín      , Online     , FB-10928   ,               5,                3, Excelente       , NO              , Sí                    ,           38, -46.6           , Smartphones, 78.0        ,             262.33,           111,              5, BOD-EXT-99   , 2025-01-22     ,             3.0
TRX-18520     , PROD-2568, 2025-08-13 ,               13,             944.15,       52.36,                  27, Devuelto    , Barranquilla  , Físico     , FB-9237    ,               5,                2, Dañado          , SI              , Sí                    ,           59, -55.6           , Smartphones, 1542.0      ,             170.67,           272,             10, ZONA_FRANCA  , 2025-05-17     ,             2.0
TRX-18520     , PROD-2568, 2025-08-13 ,               13,             944.15,       52.36,                  27, Devuelto    , Barranquilla  , Físico     , FB-9293    ,               5,                1, Precio justo    , NO              , No                    ,           56, 84.0            , Smartphones, 1542.0      ,             170.67,           272,             10, ZONA_FRANCA  , 2025-05-17     ,             1.0
TRX-18520     , PROD-2568, 2025-08-13 ,               13,             944.15,       52.36,                  27, Devuelto    , Barranquilla  , Físico     , FB-11244   ,               3,                3, Excelente       , SI              , Sí                    ,           75, -19.9           , Smartphones, 1542.0      ,             170.67,           272,             10, ZONA_FRANCA  , 2025-05-17     ,             1.8
TRX-18525     , PROD-2497, 2025-05-07 ,                8,            1412.56,       93.47,                  11, Retrasado   , Medellín      , Online     , FB-11952   ,               2,                5, Excelente       , NO              , No                    ,           83, 12.4            , Tablets    , 305.0       ,             243.86,           189,              5, BOD-EXT-99   , 2024-11-20     ,             2.0
TRX-18529     , PROD-3288, 2024-10-02 ,               12,             907.95,       63.76,                   2, Perdido     , Barranquilla  , App        , FB-9685    ,               5,                1, Excelente       , MAYBE           , Sí                    ,           55, -89.4           , Monitores  , 1560.0      ,            1282.69,           153,             10, NORTE        , 2024-06-04     ,             1.0
TRX-18531     , PROD-1274, 2025-09-16 ,                2,             454.5 ,       50.94,                  16, Devuelto    , Cali          , Online     , FB-10594   ,               5,                3, Excelente       , SI              , Sí                    ,           33, -20.9           , Laptops    , 893.0       ,             107.12,           269,              0, OCCIDENTE    , 2025-06-13     ,             3.0
TRX-18534     , PROD-1838, 2025-07-12 ,               11,            1834.72,        7.71,                  15, Perdido     , Cali          , Físico     , FB-9469    ,               2,                4, Dañado          , MAYBE           , Sí                    ,           25, -35.2           , Accesorios , 1487.0      ,             915.57,           225,             27, OCCIDENTE    , 2024-10-23     ,             1.6
TRX-18535     , PROD-1566, 2024-11-13 ,               10,            1375.33,       30.24,                   7, En Camino   , Bogotá        , Online     , FB-11744   ,               4,                1, Excelente       , NO              , Sí                    ,           38, 52.6            , Tablets    , 1389.0      ,             139.95,           238,              5, NORTE        , 2025-06-30     ,             0.8
TRX-18544     , PROD-1859, 2025-07-23 ,                8,            1717.48,       52.36,                  29, Entregado   , Ventas_Web    , Online     , FB-10326   ,               5,                3, Excelente       , SI              , No                    ,           27, -44.7           , Smartphones, 1628.0      ,             630.45,           206,              5, NORTE        , 2025-09-20     ,             3.0
TRX-18548     , PROD-2095, 2025-06-10 ,                7,             276.51,       98.76,                   7, Retrasado   , Bogotá        , Online     , FB-8083    ,               2,                5, Lento           , SI              , No                    ,           20, 75.1            , Tablets    , 1662.0      ,             148.87,           293,             27, ZONA_FRANCA  , 2025-02-10     ,             2.0
TRX-18548     , PROD-2095, 2025-06-10 ,                7,             276.51,       98.76,                   7, Retrasado   , Bogotá        , Online     , FB-10803   ,               4,                1, Precio justo    , MAYBE           , No                    ,           19, 37.4            , Tablets    , 1662.0      ,             148.87,           293,             27, ZONA_FRANCA  , 2025-02-10     ,             0.8
TRX-18548     , PROD-2095, 2025-06-10 ,                7,             276.51,       98.76,                   7, Retrasado   , Bogotá        , Online     , FB-11011   ,               3,                3, Excelente       , MAYBE           , No                    ,           78, -97.9           , Tablets    , 1662.0      ,             148.87,           293,             27, ZONA_FRANCA  , 2025-02-10     ,             1.8
TRX-18557     , PROD-2853, 2025-11-07 ,                3,            1248.25,       16.18,                  27, Retrasado   , Medellín      , Online     , FB-9233    ,               2,                3, Precio justo    , SI              , No                    ,           54, -4.8            , Laptops    , 1662.0      ,             815.87,           272,              5, SUR          , 2024-11-14     ,             1.2
TRX-18560     , PROD-3157, 2025-05-01 ,                3,            1694.05,       37.88,                  14, Devuelto    , Bogotá        , Físico     , FB-11393   ,               3,                4, Excelente       , NO              , No                    ,           29, -19.4           , Smartphones, 1579.0      ,             185.66,           227,              0, OCCIDENTE    , 2025-03-16     ,             2.4
TRX-18566     , PROD-3182, 2025-07-12 ,                8,            1698.33,       99.68,                  13, Entregado   , Medellín      , Online     , FB-8893    ,               4,                3, No volvería     , SI              , No                    ,           61, 64.3            , Smartphones, 110.0       ,             387.88,           291,             10, SUR          , 2025-06-18     ,             2.4
TRX-18570     , PROD-2507, 2026-01-09 ,               13,             944.03,       31.47,                  25, Perdido     , Medellín      , Físico     , FB-8305    ,               2,                5, Precio justo    , SI              , Sí                    ,           57, 99.1            , Tablets    , 347.0       ,            1159.71,           108,              0, OCCIDENTE    , 2024-10-05     ,             2.0
TRX-18573     , PROD-1268, 2025-10-15 ,               14,            1447.87,       30.1 ,                  14, Entregado   , Bogotá        , Online     , FB-10419   ,               3,                2, Lento           , SI              , Sí                    ,           76, 27.6            , Smartphones, 614.0       ,             246.42,           127,             10, SUR          , 2025-11-12     ,             1.2
TRX-18575     , PROD-2875, 2025-10-25 ,                2,             688.58,       53.05,                   7, Retrasado   , Bucaramanga   , App        , FB-9063    ,               2,                2, Lento           , NO              , Sí                    ,           68, 60.0            , Tablets    ,             ,             544.39,           101,              5, BOD-EXT-99   , 2025-11-08     ,             0.8
TRX-18577     , PROD-1328, 2025-02-15 ,                4,             960.86,       65.73,                  16, Entregado   , Medellín      , Online     , FB-9727    ,               3,                3, Lento           , SI              , Sí                    ,           42, 25.8            , Tablets    , 1606.0      ,             330.48,           118,             10, ZONA_FRANCA  , 2024-05-31     ,             1.8
TRX-18581     , PROD-1315, 2025-06-27 ,                6,             663.85,       81.95,                   4, Devuelto    , Medellín      , Online     , FB-9977    ,               3,                3, No volvería     , SI              , No                    ,           46, 4.3             , Smartphones, 1795.0      ,             879.39,           225,              5, NORTE        , 2024-11-14     ,             1.8
TRX-18591     , PROD-3132, 2025-05-28 ,               10,            1741.85,       88.53,                  17, En Camino   , Cali          , Online     , FB-8752    ,               3,                2, No volvería     , NO              , No                    ,           62, 45.0            , Laptops    , 1109.0      ,             892.11,           124,             10, OCCIDENTE    , 2024-07-18     ,             1.2
TRX-18591     , PROD-3132, 2025-05-28 ,               10,            1741.85,       88.53,                  17, En Camino   , Cali          , Online     , FB-11190   ,               5,                4, Excelente       , SI              , No                    ,           51, 79.3            , Laptops    , 1109.0      ,             892.11,           124,             10, OCCIDENTE    , 2024-07-18     ,             4.0
TRX-18594     , PROD-2200, 2024-11-03 ,                4,             168.24,       31.29,                  23, Retrasado   , Bogotá        , App        , FB-9342    ,               4,                3, Precio justo    , NO              , No                    ,           57, -61.4           , Monitores  ,             ,            1331.34,           183,              0, BOD-EXT-99   , 2024-09-30     ,             2.4
TRX-18597     , PROD-3217, 2025-09-30 ,                7,             485.54,       66.77,                  20, En Camino   , Medellín      , Online     , FB-10555   ,               4,                5, Dañado          , MAYBE           , Sí                    ,           66, -0.1            , Laptops    , 1996.0      ,             237.6 ,           164,              0, ZONA_FRANCA  , 2025-04-04     ,             4.0
TRX-18600     , PROD-2420, 2025-06-25 ,                5,             253.79,       71.4 ,                  15, Entregado   , Ventas_Web    , Online     , FB-9184    ,               5,                5, Excelente       , SI              , Sí                    ,           65, -3.7            , Laptops    , 767.0       ,             204.6 ,           180,             27, OCCIDENTE    , 2024-09-20     ,             5.0
TRX-18601     , PROD-2720, 2025-09-21 ,                3,            1779.82,       34.28,                  18, En Camino   , Bucaramanga   , Físico     , FB-9887    ,               2,                3, Precio justo    , SI              , No                    ,           60, -68.6           , Laptops    , 1882.0      ,            1348.56,           298,              0, OCCIDENTE    , 2024-11-05     ,             1.2
TRX-18602     , PROD-2818, 2025-01-30 ,               10,            1243.75,       68.57,                  21, Devuelto    , Bogotá        , Físico     , FB-10014   ,               4,                1, Dañado          , SI              , Sí                    ,           58, 36.8            , Tablets    , 1374.0      ,             763.4 ,           145,              3, OCCIDENTE    , 2025-10-29     ,             0.8
TRX-18602     , PROD-2818, 2025-01-30 ,               10,            1243.75,       68.57,                  21, Devuelto    , Bogotá        , Físico     , FB-11476   ,               1,                5, Lento           , NO              , Sí                    ,           57, 30.2            , Tablets    , 1374.0      ,             763.4 ,           145,              3, OCCIDENTE    , 2025-10-29     ,             1.0
TRX-18604     , PROD-1087, 2026-01-15 ,                2,            1974.69,       52.36,                  29, Entregado   , Ventas_Web    , Físico     , FB-11723   ,               1,                3, Excelente       , SI              , No                    ,           27, 39.3            , Laptops    , 634.0       ,             548.74,           214,              0, ZONA_FRANCA  , 2025-01-30     ,             0.6
TRX-18606     , PROD-1774, 2026-01-02 ,                3,            1858.63,       90.24,                   5, Retrasado   , Cali          , Online     , FB-11184   ,               3,                4, Lento           , SI              , No                    ,           30, 54.4            , Tablets    , 1637.0      ,             845.45,           179,              5, ZONA_FRANCA  , 2025-10-21     ,             2.4
TRX-18608     , PROD-1090, 2025-06-14 ,               10,             487.86,       39.26,                  23, Perdido     , Bucaramanga   , Físico     , FB-11498   ,               3,                3, Excelente       , SI              , No                    ,           51, -17.1           , Smartphones, 256.0       ,            1400.75,           272,              3, BOD-EXT-99   , 2025-11-07     ,             1.8
TRX-18609     , PROD-1951, 2024-10-19 ,               13,            1037.87,       81.41,                  13, En Camino   , Barranquilla  , Online     , FB-8581    ,               1,                2, No volvería     , MAYBE           , Sí                    ,           40, -40.0           , Accesorios , 238.0       ,             526.79,           160,             27, NORTE        , 2025-12-05     ,             0.4
TRX-18615     , PROD-2404, 2025-05-23 ,               13,             919.78,       67.14,                  21, Retrasado   , Medellín      , Físico     , FB-8794    ,               2,                4, Excelente       , SI              , No                    ,           73, 38.9            , Tablets    , 1003.0      ,             222.86,           173,              0, SUR          , 2025-08-21     ,             1.6
TRX-18625     , PROD-2823, 2024-10-12 ,               10,            1581.34,       28.78,                  25, Entregado   , Cali          , Online     , FB-9636    ,               4,                1, Precio justo    , SI              , No                    ,           53, 99.6            , Accesorios , -1.0        ,             424.26,           151,              5, NORTE        , 2025-04-10     ,             0.8
TRX-18627     , PROD-2245, 2025-12-26 ,                6,             198.53,       84.82,                  12, En Camino   , Medellín      , Online     , FB-11334   ,               5,                1, Lento           , NO              , No                    ,           46, -76.8           , Tablets    , 26.0        ,             664.47,           271,             27, OCCIDENTE    , 2026-01-05     ,             1.0
TRX-18627     , PROD-2245, 2025-12-26 ,                6,             198.53,       84.82,                  12, En Camino   , Medellín      , Online     , FB-10921   ,               3,                2, Dañado          , NO              , Sí                    ,           61, -12.4           , Tablets    , 26.0        ,             664.47,           271,             27, OCCIDENTE    , 2026-01-05     ,             1.2
TRX-18630     , PROD-2255, 2026-01-06 ,                2,              61.1 ,       20.63,                  29, Devuelto    , Ventas_Web    , Online     , FB-10106   ,               3,                5, No volvería     , SI              , Sí                    ,           60, -77.0           , Tablets    , 1352.0      ,             545.68,           249,              5, NORTE        , 2025-12-24     ,             3.0
TRX-18631     , PROD-1703, 2026-02-02 ,                6,             443.3 ,       34.4 ,                  19, Devuelto    , Ventas_Web    , Online     , FB-11730   ,               5,                4, Precio justo    , NO              , Sí                    ,           57, 43.3            , Tablets    , 543.0       ,             192.11,           154,              3, ZONA_FRANCA  , 2025-05-29     ,             4.0
TRX-18632     , PROD-2064, 2025-09-11 ,               12,             963.78,       31.82,                  23, Retrasado   , Ventas_Web    , App        , FB-11231   ,               5,                2, Dañado          , SI              , No                    ,           27, -66.8           , Laptops    , 128.0       ,            1213.48,           174,             27, BOD-EXT-99   , 2025-01-17     ,             2.0
TRX-18633     , PROD-1928, 2025-11-12 ,               14,            1486.8 ,       94.06,                  24, Entregado   , Cali          , Online     , FB-8537    ,               3,                4, Lento           , SI              , Sí                    ,           28, 35.5            , Laptops    , 1849.0      ,             208.07,           226,              5, BOD-EXT-99   , 2024-03-19     ,             2.4
TRX-18633     , PROD-1928, 2025-11-12 ,               14,            1486.8 ,       94.06,                  24, Entregado   , Cali          , Online     , FB-10241   ,               2,                2, No volvería     , NO              , Sí                    ,           46, 18.2            , Laptops    , 1849.0      ,             208.07,           226,              5, BOD-EXT-99   , 2024-03-19     ,             0.8
TRX-18638     , PROD-1607, 2024-12-20 ,               13,            1205.73,       89.36,                  15, Devuelto    , Bucaramanga   , App        , FB-10907   ,               1,                5, Excelente       , SI              , Sí                    ,           23, -35.3           , Smartphones, 730.0       ,             870.48,           256,              3, BOD-EXT-99   , 2024-09-01     ,             1.0
TRX-18641     , PROD-2867, 2025-10-14 ,               12,            1566.87,       17.93,                  18, Entregado   , Bucaramanga   , App        , FB-10296   ,               1,                2, Excelente       , SI              , No                    ,           29, -62.0           , Monitores  , 545.0       ,            1417.33,           267,              0, NORTE        , 2025-01-26     ,             0.4
TRX-18642     , PROD-1681, 2024-12-20 ,                2,            1951.85,       60.64,                  21, Retrasado   , Cali          , Físico     , FB-10948   ,               1,                1, Dañado          , MAYBE           , Sí                    ,           46, -37.6           , Monitores  , 1074.0      ,             166.15,           145,              3, BOD-EXT-99   , 2025-03-18     ,             0.2
TRX-18644     , PROD-1658, 2025-08-20 ,               13,             839.41,       11.09,                  27, Devuelto    , Medellín      , Físico     , FB-11012   ,               4,                5, Excelente       , SI              , Sí                    ,           29, 81.1            , Accesorios , 311.0       ,            1248.19,           122,              0, BOD-EXT-99   , 2024-03-08     ,             4.0
TRX-18644     , PROD-1658, 2025-08-20 ,               13,             839.41,       11.09,                  27, Devuelto    , Medellín      , Físico     , FB-11044   ,               1,                1, Precio justo    , SI              , No                    ,           45, 73.8            , Accesorios , 311.0       ,            1248.19,           122,              0, BOD-EXT-99   , 2024-03-08     ,             0.2
TRX-18646     , PROD-3192, 2025-03-17 ,               13,            1939.76,       87.73,                  15, Retrasado   , Ventas_Web    , Online     , FB-11947   ,               3,                5, Excelente       , MAYBE           , Sí                    ,           34, 67.1            , Tablets    , 1190.0      ,            1020.44,           196,              0, NORTE        , 2025-06-22     ,             3.0
TRX-18648     , PROD-1746, 2025-06-13 ,                2,            1160.56,       50.03,                  11, Entregado   , Barranquilla  , Online     , FB-9420    ,               3,                3, Precio justo    , SI              , Sí                    ,           38, 16.1            , Smartphones, 449.0       ,             843.05,           229,             10, NORTE        , 2024-12-08     ,             1.8
TRX-18649     , PROD-1718, 2025-10-16 ,                3,            1587.0 ,       32.93,                   6, Entregado   , Bogotá        , Online     , FB-8111    ,               3,                4, Lento           , NO              , Sí                    ,           21, -66.6           , Tablets    , 1323.0      ,             569.3 ,           191,              0, NORTE        , 2024-06-25     ,             2.4
TRX-18653     , PROD-1628, 2026-01-10 ,               11,             547.55,       28.11,                  17, Perdido     , Medellín      , Online     , FB-11568   ,               2,                3, Lento           , NO              , No                    ,           25, -95.1           , Smartphones, 1877.0      ,            1318.94,           177,              5, ZONA_FRANCA  , 2025-08-29     ,             1.2
TRX-18659     , PROD-3353, 2025-03-17 ,               11,            1308.02,       85.07,                   3, Devuelto    , Medellín      , Físico     , FB-11551   ,               5,                2, Excelente       , SI              , Sí                    ,           38, 76.5            , Tablets    , 115.0       ,             233.86,           114,              0, OCCIDENTE    , 2024-09-21     ,             2.0
TRX-18664     , PROD-1755, 2025-03-01 ,                3,            1248.62,       52.36,                   5, Perdido     , Medellín      , Online     , FB-9935    ,               5,                4, Lento           , SI              , No                    ,           43, 65.0            , Laptops    , 1850.0      ,            1317.75,           247,              3, NORTE        , 2026-01-18     ,             4.0
TRX-18666     , PROD-3303, 2025-09-05 ,               11,             561.71,       93.55,                  16, Devuelto    , Medellín      , Online     , FB-9641    ,               1,                1, Excelente       , SI              , Sí                    ,           40, -77.6           , Monitores  , 901.0       ,            1015.62,           219,              5, NORTE        , 2025-11-21     ,             0.2
TRX-18668     , PROD-1142, 2025-10-29 ,               10,            1207.87,       53.97,                  16, En Camino   , Bogotá        , App        , FB-9780    ,               2,                4, Excelente       , SI              , No                    ,           61, -61.2           , Accesorios , 453.0       ,             749.09,           131,              5, SUR          , 2024-03-18     ,             1.6
TRX-18672     , PROD-1605, 2025-02-09 ,                9,             616.64,       84.44,                   7, En Camino   , Medellín      , Online     , FB-9996    ,               1,                1, Precio justo    , MAYBE           , Sí                    ,           72, 43.5            , Smartphones, 1461.0      ,             833.4 ,           219,             10, ZONA_FRANCA  , 2025-06-25     ,             0.2
TRX-18676     , PROD-1665, 2024-11-07 ,                5,            1832.35,       52.36,                  10, Devuelto    , Barranquilla  , Físico     , FB-11110   ,               3,                4, Lento           , SI              , No                    ,           75, 50.4            , Monitores  , 1197.0      ,            1187.39,           277,              5, SUR          , 2025-05-08     ,             2.4
TRX-18684     , PROD-2876, 2025-10-16 ,                3,            1170.23,       80.3 ,                   6, Devuelto    , Barranquilla  , Físico     , FB-9513    ,               1,                2, Excelente       , NO              , No                    ,           27, -73.3           , Monitores  , 694.0       ,            1496.62,           205,             10, NORTE        , 2024-03-08     ,             0.4
TRX-18693     , PROD-2210, 2025-11-26 ,                5,             101.08,       74.94,                  22, Entregado   , Ventas_Web    , Online     , FB-9263    ,               2,                5, Dañado          , SI              , No                    ,           40, 12.0            , Laptops    , 1961.0      ,             166.84,           146,              3, BOD-EXT-99   , 2024-07-07     ,             2.0
TRX-18698     , PROD-1602, 2025-12-20 ,                8,            1362.26,       63.76,                   5, Devuelto    , Medellín      , Online     , FB-11079   ,               4,                1, Excelente       , MAYBE           , Sí                    ,           83, 59.6            , Accesorios , 1751.0      ,             886.62,           145,              0, NORTE        , 2024-03-06     ,             0.8
TRX-18707     , PROD-1164, 2025-12-06 ,               12,             944.34,       41.12,                   8, En Camino   , Barranquilla  , Online     , FB-9615    ,               3,                1, Dañado          , MAYBE           , No                    ,           42, 72.4            , Tablets    , 1656.0      ,             149.25,           145,              5, NORTE        , 2024-08-10     ,             0.6
TRX-18711     , PROD-1478, 2025-02-09 ,                5,            1038.42,       35.72,                  12, En Camino   , Barranquilla  , App        , FB-9655    ,               2,                2, No volvería     , MAYBE           , No                    ,           75, 32.8            , Laptops    , 1801.0      ,             600.97,           124,             27, OCCIDENTE    , 2025-01-25     ,             0.8
TRX-18713     , PROD-1101, 2025-08-31 ,                3,            1845.42,        8.11,                   1, Devuelto    , Ventas_Web    , App        , FB-8089    ,               1,                3, Precio justo    , SI              , Sí                    ,           41, -10.6           , Tablets    , 1932.0      ,             886.44,           126,              5, ZONA_FRANCA  , 2025-07-13     ,             0.6
TRX-18718     , PROD-2463, 2025-04-18 ,               14,            1074.0 ,       74.49,                  18, Entregado   , Bogotá        , App        , FB-11127   ,               4,                4, Excelente       , MAYBE           , No                    ,           18, 72.3            , Smartphones, 973.0       ,             954.08,           109,              5, SUR          , 2024-04-23     ,             3.2
TRX-18721     , PROD-1225, 2026-01-05 ,                8,             485.1 ,       84.75,                  29, Devuelto    , Medellín      , Online     , FB-8889    ,               1,                3, Dañado          , SI              , Sí                    ,           60, 85.4            , Tablets    ,             ,             106.94,           155,              3, ZONA_FRANCA  , 2024-07-11     ,             0.6
TRX-18722     , PROD-3490, 2025-11-19 ,               10,            1557.32,       37.23,                  17, Entregado   , Bogotá        , Físico     , FB-9711    ,               5,                4, Dañado          , NO              , No                    ,           84, -86.7           , Smartphones, 902.0       ,             814.16,           154,              5, ZONA_FRANCA  , 2024-09-23     ,             4.0
TRX-18724     , PROD-1799, 2024-10-16 ,               10,            1062.95,       52.36,                   2, Devuelto    , Bogotá        , App        , FB-10234   ,               4,                3, Lento           , NO              , No                    ,           25, -0.4            , Smartphones, 824.0       ,             354.66,           131,              0, BOD-EXT-99   , 2024-04-28     ,             2.4
TRX-18724     , PROD-1799, 2024-10-16 ,               10,            1062.95,       52.36,                   2, Devuelto    , Bogotá        , App        , FB-11781   ,               3,                2, Excelente       , SI              , No                    ,           77, 83.6            , Smartphones, 824.0       ,             354.66,           131,              0, BOD-EXT-99   , 2024-04-28     ,             1.2
TRX-18725     , PROD-3389, 2024-11-22 ,                3,             713.15,       95.02,                   7, Entregado   , Bucaramanga   , Online     , FB-8545    ,               4,                4, Dañado          , NO              , Sí                    ,           25, 77.8            , Tablets    , 176.0       ,             495.28,           153,              3, ZONA_FRANCA  , 2025-10-04     ,             3.2
TRX-18731     , PROD-1342, 2025-03-09 ,               14,             976.58,       35.67,                  19, Entregado   , Cali          , Online     , FB-8309    ,               4,                5, No volvería     , MAYBE           , Sí                    ,           46, -16.2           , Smartphones, 1199.0      ,             276.66,           244,              3, ZONA_FRANCA  , 2025-12-14     ,             4.0
TRX-18736     , PROD-1357, 2025-10-12 ,                8,            1733.27,       52.36,                   8, Retrasado   , Ventas_Web    , Online     , FB-10944   ,               4,                3, Lento           , SI              , Sí                    ,           26, -79.1           , Monitores  , 212.0       ,             728.14,           262,              5, SUR          , 2025-03-21     ,             2.4
TRX-18740     , PROD-3008, 2024-11-14 ,                2,            1053.61,       17.22,                   6, Retrasado   , Bogotá        , App        , FB-10947   ,               4,                4, Excelente       , NO              , No                    ,           53, 45.1            , Monitores  , 516.0       ,             910.84,           273,              3, BOD-EXT-99   , 2024-11-01     ,             3.2
TRX-18741     , PROD-2301, 2025-12-11 ,               13,             620.21,       12.63,                   8, Perdido     , Bogotá        , Online     , FB-8098    ,               2,                5, Dañado          , NO              , No                    ,           82, -89.4           , Accesorios , 615.0       ,            1105.77,           218,              5, NORTE        , 2024-09-10     ,             2.0
TRX-18741     , PROD-2301, 2025-12-11 ,               13,             620.21,       12.63,                   8, Perdido     , Bogotá        , Online     , FB-9960    ,               5,                3, Excelente       , MAYBE           , Sí                    ,           54, 24.0            , Accesorios , 615.0       ,            1105.77,           218,              5, NORTE        , 2024-09-10     ,             3.0
TRX-18741     , PROD-2301, 2025-12-11 ,               13,             620.21,       12.63,                   8, Perdido     , Bogotá        , Online     , FB-10025   ,               2,                5, Excelente       , SI              , No                    ,           63, -75.2           , Accesorios , 615.0       ,            1105.77,           218,              5, NORTE        , 2024-09-10     ,             2.0
TRX-18745     , PROD-1229, 2025-08-04 ,                8,             737.89,       59.15,                  11, Retrasado   , Barranquilla  , Online     , FB-10232   ,               1,                2, No volvería     , MAYBE           , No                    ,           20, -67.1           , Monitores  , 1260.0      ,            1450.33,           111,              3, NORTE        , 2024-07-17     ,             0.4
TRX-18752     , PROD-2514, 2025-11-28 ,                6,             785.96,       25.34,                  17, Entregado   , Bogotá        , Online     , FB-11663   ,               1,                2, Lento           , NO              , Sí                    ,           43, -87.7           , Accesorios , 1351.0      ,             460.01,           134,             27, BOD-EXT-99   , 2025-09-25     ,             0.4
TRX-18754     , PROD-2527, 2025-05-31 ,                8,            1561.09,       14.22,                  18, Retrasado   , Bogotá        , Online     , FB-9718    ,               1,                2, Dañado          , SI              , Sí                    ,           57, -88.8           , Laptops    , 669.0       ,             523.02,           196,              0, NORTE        , 2025-01-31     ,             0.4
TRX-18755     , PROD-1049, 2025-03-09 ,                9,            1524.61,       94.85,                  21, Devuelto    , Bogotá        , Online     , FB-11607   ,               4,                4, No volvería     , MAYBE           , Sí                    ,           43, 79.4            , Laptops    , 55.0        ,             407.65,           125,              0, ZONA_FRANCA  , 2025-08-09     ,             3.2
TRX-18757     , PROD-2412, 2025-08-19 ,                7,            1726.74,       76.18,                  15, Devuelto    , Barranquilla  , Online     , FB-8726    ,               2,                3, Excelente       , SI              , No                    ,           21, -55.9           , Monitores  , 1048.0      ,             430.49,           205,              3, OCCIDENTE    , 2025-03-19     ,             1.2
TRX-18757     , PROD-2412, 2025-08-19 ,                7,            1726.74,       76.18,                  15, Devuelto    , Barranquilla  , Online     , FB-9325    ,               4,                2, Excelente       , NO              , Sí                    ,           55, -65.3           , Monitores  , 1048.0      ,             430.49,           205,              3, OCCIDENTE    , 2025-03-19     ,             1.6
TRX-18758     , PROD-2439, 2026-01-04 ,                6,            1182.12,       66.09,                  13, Devuelto    , Bogotá        , Online     , FB-10036   ,               5,                2, Dañado          , MAYBE           , No                    ,           54, 36.6            , Smartphones, 420.0       ,            1373.56,           151,              3, BOD-EXT-99   , 2024-03-11     ,             2.0
TRX-18759     , PROD-2261, 2025-05-10 ,                6,             962.59,       85.56,                  25, Retrasado   , Bogotá        , Físico     , FB-8877    ,               3,                1, Dañado          , SI              , No                    ,           22, -48.1           , Smartphones, 290.0       ,             953.66,           172,              3, OCCIDENTE    , 2025-05-28     ,             0.6
TRX-18761     , PROD-3297, 2025-06-24 ,                5,             771.65,       10.55,                  29, Devuelto    , Bogotá        , App        , FB-11802   ,               3,                2, Excelente       , SI              , No                    ,           83, -86.4           , Smartphones, 779.0       ,            1442.53,           185,             27, ZONA_FRANCA  , 2025-11-19     ,             1.2
TRX-18767     , PROD-2812, 2025-10-21 ,                5,            1098.27,       26.78,                  28, Perdido     , Ventas_Web    , App        , FB-10502   ,               2,                3, Excelente       , MAYBE           , Sí                    ,           81, 46.4            , Smartphones, 449.0       ,            1339.05,           145,              0, OCCIDENTE    , 2025-03-06     ,             1.2
TRX-18773     , PROD-2696, 2025-07-10 ,                3,             207.03,       36.54,                  16, Retrasado   , Barranquilla  , Físico     , FB-8555    ,               5,                3, Excelente       , NO              , Sí                    ,           84, 37.9            , Laptops    , 530.0       ,             781.53,           155,              5, OCCIDENTE    , 2025-12-24     ,             3.0
TRX-18773     , PROD-2696, 2025-07-10 ,                3,             207.03,       36.54,                  16, Retrasado   , Barranquilla  , Físico     , FB-10570   ,               4,                1, Excelente       , SI              , Sí                    ,           21, 90.2            , Laptops    , 530.0       ,             781.53,           155,              5, OCCIDENTE    , 2025-12-24     ,             0.8
TRX-18773     , PROD-2696, 2025-07-10 ,                3,             207.03,       36.54,                  16, Retrasado   , Barranquilla  , Físico     , FB-9289    ,               1,                5, Excelente       , SI              , Sí                    ,           30, 63.5            , Laptops    , 530.0       ,             781.53,           155,              5, OCCIDENTE    , 2025-12-24     ,             1.0
TRX-18775     , PROD-3405, 2024-12-23 ,                9,             375.98,       50.12,                  12, Retrasado   , Bogotá        , App        , FB-9360    ,               1,                3, No volvería     , MAYBE           , No                    ,           65, 47.6            , Laptops    , 1580.0      ,             657.45,           293,              5, SUR          , 2025-02-20     ,             0.6
